goods_id,page_num,rank_in_page,price,yellow_count,level,star_voice,float_gold_wave,weapon_wave,standard_wave,five_role_num,five_weapon_num,update_time,status_closed,detail_url,title
201612613567595,2,6,500.0,39,80,0,0,0,0,0,0,,1,https://search.7881.com/201612613567595.html,"【等级:80 黄数:39 五星角色:12个  满命卡提希娅,4命维里奈,3命卡卡罗,1命凌阳,1命鉴心,0命千咲,0命尤诺,0命奥古斯塔,0命弗洛洛,0命守岸人,0命今汐,0命绯雪 五星武器:7个  精5血誓盟约,精2浩境不屈命定之冠,精1幽冥的忘忧章,精1星序协响,精1驭冕铸雷之权,精1时和岁稔,精1擎渊怒涛 男主or女主:男主】"
201612613567498,2,7,500.0,45,80,0,0,0,0,0,0,,1,https://search.7881.com/201612613567498.html,"【等级:80 黄数:45 五星角色:14个  满命吟霖,3命赞妮,2命卡卡罗,2命维里奈,2命安可,1命鉴心,0命爱弥斯,0命达妮娅,0命尤诺,0命莫宁,0命琳奈,0命奥古斯塔,0命菲比,0命凌阳 五星武器:9个  精5掣傀之手,精3血誓盟约,精1漪澜浮录,精1焰光裁定,精1擎渊怒涛,精1停驻之烟,精1千古洑流,精1驭冕铸雷之权,精1浩境粼光 男主or女主:女主】"
201612613563403,2,8,90.0,11,44,21688,0,0,0,5,4,2026-06-05 14:33:06,1,https://search.7881.com/201612613563403.html,"【等级:44 黄数:11 五星角色:5个  1命维里奈,0命安可,0命弗洛洛,0命千咲,0命达妮娅 五星武器:4个  精1血誓盟约,精1幽冥的忘忧章,精1昙切,精1赝作的矮星 男主or女主:女主】"
201612613554745,2,9,4300.0,63,80,652,4,0,7,17,14,2026-06-05 13:41:32,1,https://search.7881.com/201612613554745.html,"【等级:80 黄数:63 五星角色:17个  2命维里奈,2命卡卡罗,3命安可,1命鉴心,0命凌阳,1命守岸人,0命坎特蕾拉,0命夏空,满命卡提希娅,0命弗洛洛,0命奥古斯塔,0命尤诺,0命千咲,0命莫宁,满命爱弥斯,满命绯雪,0命达妮娅 五星武器:14个  精1停驻之烟,精1千古洑流,精5血誓盟约,精1不屈命定之冠,精1幽冥的忘忧章,精1万物持存的注释,精1昙切,精1源能机锋,精1相位涟漪,精1脉冲协臂,精1玻色星仪,精1永远的启明星,精1灼霜,精1赝作的矮星 男主or女主:男主】"
201612613554347,2,10,230.0,32,77,0,0,0,0,0,0,,1,https://search.7881.com/201612613554347.html,"【等级:77 黄数:32 五星角色:11个  3命维里奈,2命卡提希娅,2命卡卡罗,1命弗洛洛,1命坎特蕾拉,1命守岸人,1命凌阳,0命爱弥斯,0命千咲,0命夏空,0命达妮娅 五星武器:6个  精5血誓盟约,精1幽冥的忘忧章,精1漪澜浮录,精1浩境不屈命定之冠,精1停驻之烟,精1千古洑流 男主or女主:女主】"
201612613554208,2,11,140.0,31,72,0,0,0,0,0,0,,1,https://search.7881.com/201612613554208.html,"【等级:72 黄数:31 五星角色:12个  2命绯雪,2命卡卡罗,1命维里奈,1命凌阳,0命莫宁,0命尤诺,0命卡提希娅,0命赞妮,0命菲比,0命今汐,0命忌炎,0命鉴心 五星武器:8个  精5血誓盟约,精2千古洑流,精1和光回唱,精1焰光裁定,精1浩境不屈命定之冠,精1苍鳞千嶂,精1浩境粼光,精1停驻之烟 男主or女主:男主】"
201612613554150,2,12,650.0,55,80,0,0,0,0,0,0,,1,https://search.7881.com/201612613554150.html,"【等级:80 黄数:55 五星角色:17个  5命维里奈,4命安可,3命爱弥斯,3命卡提希娅,2命弗洛洛,2命卡卡罗,1命守岸人,1命莫宁,0命坎特蕾拉,0命琳奈,0命千咲,0命夏空,0命赞妮,0命菲比,0命椿,0命凌阳,0命鉴心 五星武器:9个  精5血誓盟约,精5千古洑流,精1幽冥的忘忧章,精1漪澜浮录,精1焰光裁定,精1擎渊怒涛,精1林间的咏叹调,精1停驻之烟,精1浩境不屈命定之冠 男主or女主:男主】"
201612613550463,2,13,2000.0,86,80,2615,0,10,2,20,22,2026-06-05 13:00:09,1,https://search.7881.com/201612613550463.html,"【等级:80 黄数:86 五星角色:20个  0命忌炎,0命维里奈,3命卡卡罗,满命安可,满命鉴心,2命凌阳,1命今汐,1命守岸人,1命坎特蕾拉,满命卡提希娅,0命露帕,3命弗洛洛,3命奥古斯塔,0命尤诺,0命嘉贝莉娜,0命仇远,0命千咲,0命琳奈,1命爱弥斯,3命绯雪 五星武器:22个  精1苍鳞千嶂,精1浩境粼光,精1停驻之烟,精1漪澜浮录,精1千古洑流,精1时和岁稔,精1星序协响,精1海的呢喃,精5血誓盟约,精1不屈命定之冠,精1焰痕,精1幽冥的忘忧章,精1驭冕铸雷之权,精1万物持存的注释,精1裁竹,精1昙切,精1源能机锋,精1相位涟漪,精1脉冲协臂,精1玻色星仪,精1永远的启明星,精1灼霜 男主or女主:男主】"
201612613549182,2,14,75.0,19,60,421,0,0,3,6,5,2026-06-05 12:40:44,1,https://search.7881.com/201612613549182.html,"【等级:60 黄数:19 五星角色:6个  4命维里奈,0命安可,0命凌阳,3命弗洛洛,0命绯雪,0命达妮娅 五星武器:5个  精1漪澜浮录,精1千古洑流,精1血誓盟约,精2幽冥的忘忧章,精1灼霜 男主or女主:男主】"
201612613541980,2,15,120.0,19,54,482,1,0,1,6,2,2026-06-05 11:29:07,1,https://search.7881.com/201612613541980.html,"【等级:54 黄数:19 五星角色:6个  1命维里奈,1命卡卡罗,0命鉴心,0命凌阳,0命千咲,5命绯雪 五星武器:2个  精1千古洑流,精5血誓盟约 男主or女主:男主】"
201612613541350,2,16,60.0,18,50,121,4,0,1,6,4,2026-06-05 11:21:32,1,https://search.7881.com/201612613541350.html,"【等级:50 黄数:18 五星角色:6个  0命维里奈,1命卡卡罗,1命凌阳,2命弗洛洛,0命千咲,0命达妮娅 五星武器:4个  精1漪澜浮录,精5血誓盟约,精1幽冥的忘忧章,精1源能机锋 男主or女主:女主】"
201612613541047,2,17,400.0,27,71,1616,0,0,5,6,4,2026-06-05 11:19:35,1,https://search.7881.com/201612613541047.html,"【等级:71 黄数:27 五星角色:6个  2命维里奈,1命卡卡罗,2命安可,0命鉴心,满命爱弥斯,2命绯雪 五星武器:4个  精1千古洑流,精5血誓盟约,精1永远的启明星,精1灼霜 男主or女主:女主】"
201612611960702,2,18,966.0,62,80,4412,10,0,0,19,18,2026-06-05 11:20:34,1,https://search.7881.com/201612611960702.html,"【等级:80 黄数:62 五星角色:19个  4命维里奈,3命安可,0命鉴心,1命凌阳,2命今汐,1命长离,0命折枝,0命相里要,2命守岸人,0命珂莱塔,0命夏空,2命卡提希娅,0命奥古斯塔,0命尤诺,0命嘉贝莉娜,0命千咲,0命莫宁,0命西格莉卡,2命绯雪 五星武器:18个  精1浩境粼光,精1擎渊怒涛,精2停驻之烟,精1漪澜浮录,精1千古洑流,精1时和岁稔,精1赫奕流明,精1琼枝冰绡,精1星序协响,精1死与舞,精5血誓盟约,精1不屈命定之冠,精1驭冕铸雷之权,精1万物持存的注释,精1源能机锋,精1相位涟漪,精1脉冲协臂,精1灼霜 男主or女主:男主】"
201612613540320,2,19,300.0,0,62,0,0,0,0,0,0,,1,https://search.7881.com/201612613540320.html,【等级:62 黄数:0 男主or女主:女主】
